cell_type,marker_gene,species,organ,tissue_class,tissue_type,cancer,database
Type II spiral ganglion neuron,Gata2,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Gata3,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Gbe1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Dorsal otocyst,Gbx2,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Gcnt4,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Gcsh,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Chandelier cell,Gdf10,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Gdpd1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Activated neural stem cell,Gfap,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Neural stem cell,Gfap,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Gfod1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Cajal-Retzius cell,Gfra1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Gfra1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Gga3,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type IC spiral ganglion neuron,Ggact,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type IA spiral ganglion neuron,Ghr,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Gipc1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Astrocyte,Gja1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Ependymal cell,Gja1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Quiescent neural stem cell,Gja1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Mural cell,Gja4,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Oligodendrocyte,Gjb1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Astrocyte,Gjb6,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Mural cell,Gjc1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Smooth muscle cell,Gjc1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Oligodendrocyte,Gjc2,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Oligodendrocyte,Gjc3,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Oligodendrocyte precursor cell,Gjc3,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type IC spiral ganglion neuron,Glce,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type IC spiral ganglion neuron,Gldn,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Gldn,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Ventral otocyst,Gli1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Bergmann glial cell,Gli2,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Bergmann glial cell,Gli3,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type IC spiral ganglion neuron,Glis1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Glrx2,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Glrx5,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Gls,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Gls2,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Glul,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Oligodendrocyte precursor cell,Gm10530,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Gm10578,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Olfactory ensheathing glia,Gm10863,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type IA spiral ganglion neuron,Gm12992,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Gm13629,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Mural cell,Gm13861,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Gm16023,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Gm16070,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Gm19461,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Gm19522,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type IC spiral ganglion neuron,Gm19557,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type IC spiral ganglion neuron,Gm20063,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Astrocyte,Gm3764,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Bergmann glial cell,Gm3764,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Oligodendrocyte precursor cell,Gm4876,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Gm5148,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Gm5532,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Ependymal cell,Gm973,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Gm9866,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Astrocyte,Gm9925,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Gmppa,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Gmpr,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Olfactory sensory neuron,Gnal,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Gnal,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type IA spiral ganglion neuron,Gnao1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Gnao1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Gnaz,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Gnb4,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Gne,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Gng10,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Neuron,Gng13,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Gng2,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Gng7,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Immature olfactory sensory neuron,Gng8,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type IA spiral ganglion neuron,Golga7b,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Gpat4,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Gpatch1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Cajal-Retzius cell,Gpc1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Gpcpd1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Gpd1l,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Gpd2,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Astrocyte,Gpld1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Bergmann glial cell,Gpm6b,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Chandelier cell,Gpr12,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Gpr149,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type IC spiral ganglion neuron,Gpr155,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Oligodendrocyte precursor cell,Gpr17,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Gpr22,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Microglial cell,Gpr34,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Oligodendrocyte,Gpr37,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type IA spiral ganglion neuron,Gpr37,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Gpr37,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Astrocyte,Gpr37l1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Long-projecting GABAergic cell,Gpr88,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Gpr88,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Gprasp2,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Gprc5b,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Gprc5c,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Gpsm1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Gpsm2,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type IC spiral ganglion neuron,Gpx8,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Gpx8,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Oligodendrocyte,Grb14,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Bergmann glial cell,Greb1l,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Greb1l,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Grhl1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Astrocyte,Gria2,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Oligodendrocyte precursor cell,Gria3,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Gria3,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Oligodendrocyte precursor cell,Gria4,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Gria4,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Bergmann glial cell,Grid2,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Grik3,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Grin1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Grin2c,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Olfactory ensheathing glia,Grin3a,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Grin3a,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Grm7,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type IC spiral ganglion neuron,Grm8,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Grsf1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type IC spiral ganglion neuron,Grxcr2,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Bergmann glial cell,Gsap,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Olfactory ensheathing glia,Gsap,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Oligodendrocyte,Gsn,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type IC spiral ganglion neuron,Gstp1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Gstp1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Gtf2h4,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Gtf2ird1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Gtf3a,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Gtpbp3,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type IA spiral ganglion neuron,Gxylt2,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Gyg,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Gzf1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,H2-Aa,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,H2-Ab1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,H2-D1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,H2-DMb1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,H2-DMb2,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type IB spiral ganglion neuron,H2-K1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Hacd4,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Basket cell,Hadhb,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Haghl,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Hamp,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Neuron,Hap1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type IC spiral ganglion neuron,Hap1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Chandelier cell,Hapln1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Hapln1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Oligodendrocyte,Hapln2,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Basket cell,Hapln4,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Hapln4,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Hcn1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Hcn2,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type IA spiral ganglion neuron,Hcn3,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type IB spiral ganglion neuron,Hcrtr2,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Hdac2,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Martinotti cell,Hdac4,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Hdlbp,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Heatr5a,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Hebp2,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Hecw1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Herc3,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Herpud1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Ventral otocyst,Hes1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Early neuroblast,Hes5,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Microglial cell,Hexb,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Long-projecting GABAergic cell,Hey1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Hey1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Ventral otocyst,Hey2,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Hhatl,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Hif1an,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Mural cell,Higd1b,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Hipk2,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Late activated neural stem cell,Hist1h2ap,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Hivep2,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Hlf,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Endothelial cell,Hmcn1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type IC spiral ganglion neuron,Hmcn1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Hmg20b,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Hmga1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Late activated neural stem cell,Hmgb2,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Hmgb3,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Hmgn1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Hmgn2,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Hmgn3,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type IA spiral ganglion neuron,Hmox1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Hnrnph3,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Martinotti cell,Hopx,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type IC spiral ganglion neuron,Hopx,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Hpca,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type IA spiral ganglion neuron,Hpcal1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Hpcal1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Neuron,Hpcal4,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Microglial cell,Hpgd,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Macrophage,Hpgds,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Microglial cell,Hpgds,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Martinotti cell,Hpse,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type IC spiral ganglion neuron,Hrh3,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Chandelier cell,Hs3st4,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Hs6st3,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Hsd17b7,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Hsf4,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Hspa4l,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Endothelial cell,Hspb1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Mural cell,Hspb1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Hspb1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Endothelial cell,Hspg2,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Hsph1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Long-projecting GABAergic cell,Htr1a,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type IB spiral ganglion neuron,Htr2c,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Htr7,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Astrocyte,Htra1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Quiescent neural stem cell,Htra1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Ependymal cell,Hydin,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type IA spiral ganglion neuron,Hydin,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Chandelier cell,Ibsp,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Ica1l,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Id1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Id2,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Activated neural stem cell,Id3,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Id3,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Astrocyte,Id4,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Id4,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Chandelier cell,Ier2,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Iffo1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Iffo2,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type IB spiral ganglion neuron,Ifit1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Mural cell,Ifitm1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Mural cell,Ifitm2,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Endothelial cell,Ifitm3,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Mural cell,Ifitm3,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Ifngr2,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Ifrd1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Olfactory ensheathing glia,Igf1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Mural cell,Igf2,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type IA spiral ganglion neuron,Igfbp3,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Endothelial cell,Igfbp7,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Mural cell,Igfbp7,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Smooth muscle cell,Igfbp7,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Igsf1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Igsf21,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Igsf3,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Igsf8,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type IA spiral ganglion neuron,Igtp,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Igtp,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Iigp1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Macrophage,Ikzf1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Microglial cell,Ikzf1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Il11ra1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Martinotti cell,Il34,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Il3ra,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
CCK basket cell,Il4ra,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Il4ra,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Microglial cell,Il6ra,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type II spiral ganglion neuron,Immp2l,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Dorsal otocyst,Inhba,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Inpp1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Macrophage,Inpp5d,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Microglial cell,Inpp5d,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Inpp5e,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Inpp5f,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Inpp5j,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Ipo11,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Ippk,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Ependymal cell,Iqck,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Iqgap1,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Basket cell,Iqgap2,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type I spiral ganglion neuron,Iqsec2,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Microglial cell,Irf8,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
Type IA spiral ganglion neuron,Irgm2,Mouse,brain,Brain,Brain,Normal cell,CellMarker2
